External_ID,Age,Gender,Screen_Time_Hours,Reaction_Time_ms,Memory_Score,Cognitive_Composite
U632,49,Female,5.1,490.92,72,37.51
U633,52,Male,9.8,525.23,42,21.6
U634,29,Male,6.0,526.77,98,42.26
U635,38,Male,10.9,240.24,69,83.07
U636,29,Male,4.0,290.44,90,91.47
U637,18,Male,1.8,598.78,82,17.82
U638,28,Male,9.7,414.23,41,48.63
U639,42,Female,3.6,396.08,81,67.33
U640,26,Female,9.2,401.53,95,64.22
U641,56,Male,9.3,460.35,58,37.58
U642,44,Male,9.7,320.76,43,62.37
U643,46,Male,10.0,396.79,53,45.81
U644,44,Male,11.0,486.3,71,27.19
U645,45,Male,3.7,456.58,85,57.87
U646,56,Female,6.5,409.74,65,57.52
U647,35,Female,10.5,364.99,98,70.46
U648,32,Female,3.7,306.45,68,76.82
U649,33,Female,7.9,347.32,93,63.8
U650,40,Male,10.3,446.05,56,27.19
U651,47,Male,8.6,591.92,78,21.07
U652,53,Male,2.5,589.39,63,30.6
U653,52,Male,4.4,485.43,61,38.69
U654,45,Female,2.6,419.87,70,52.94
U655,20,Male,11.7,281.5,62,49.67
U656,33,Male,1.2,568.47,71,41.82
U657,32,Male,2.5,586.27,85,49.1
U658,36,Male,11.5,278.65,62,50.77
U659,27,Other,7.9,272.19,48,69.64
U660,21,Other,10.9,462.08,98,32.22
U661,39,Male,4.2,211.87,93,100.0
U662,35,Male,4.7,533.04,47,26.39
U663,39,Female,8.3,496.86,69,45.92
U664,59,Male,9.4,358.9,86,70.9
U665,33,Male,5.6,519.09,49,45.24
U666,20,Male,10.8,409.12,73,56.51
U667,52,Female,8.4,381.08,62,39.85
U668,58,Male,4.1,556.5,76,35.9
U669,56,Female,1.6,502.13,62,57.63
U670,33,Male,3.2,295.33,94,96.4
U671,38,Female,1.7,552.33,75,51.4
U672,38,Other,11.3,336.61,73,78.73
U673,18,Female,2.5,338.53,45,68.55
U674,47,Male,3.6,472.37,49,47.81
U675,51,Other,4.9,214.61,50,73.14
U676,56,Male,10.5,294.98,43,51.81
U677,40,Male,2.0,485.5,52,38.2
U678,51,Female,2.1,530.99,76,53.43
U679,47,Male,7.4,577.76,51,0.91
U680,50,Female,8.9,372.19,82,72.58
U681,33,Male,7.6,547.27,54,32.93
U682,58,Male,3.2,568.59,42,18.64
U683,47,Female,5.3,445.32,43,29.53
U684,20,Male,1.2,234.16,56,72.17
U685,19,Male,6.7,482.5,86,61.51
U686,43,Female,1.9,506.97,41,35.64
U687,35,Male,7.4,521.16,48,31.24
U688,19,Male,4.4,255.51,97,89.42
U689,57,Female,2.8,550.42,50,12.76
U690,20,Female,8.9,250.0,62,80.46
U691,34,Male,11.7,421.26,92,64.98
U692,41,Female,11.4,320.88,69,61.0
U693,19,Female,6.4,225.23,68,90.74
U694,23,Female,9.9,475.11,45,32.06
U695,57,Male,11.1,491.17,86,47.63
U696,43,Female,8.1,316.6,94,90.36
U697,23,Female,3.7,232.04,49,74.14
U698,29,Male,3.9,551.53,44,23.57
U699,38,Male,11.7,334.77,68,46.82
U700,33,Female,6.9,541.5,61,36.72
U701,23,Female,7.8,288.76,48,69.35
U702,51,Male,1.0,417.65,86,73.61
U703,20,Female,11.1,225.67,72,66.78
U704,58,Male,1.2,508.07,62,42.82
U705,36,Female,6.8,477.93,86,61.22
U706,46,Female,8.0,443.28,66,46.44
U707,49,Male,8.2,507.57,92,55.51
U708,27,Female,6.2,542.6,70,37.29
U709,44,Male,5.0,331.96,57,72.41
U710,46,Female,9.4,571.16,69,25.61
U711,30,Female,1.7,508.73,42,23.52
U712,37,Male,3.2,250.87,51,75.35
U713,45,Female,7.8,255.64,52,70.09
U714,44,Male,2.1,284.69,61,98.28
U715,30,Female,5.5,388.78,95,80.29
U716,42,Male,3.9,350.2,43,63.9
U717,46,Female,8.0,237.92,93,95.09
U718,32,Male,7.7,575.48,81,21.24
U719,47,Male,11.2,237.96,85,98.1
U720,55,Female,9.7,267.89,96,94.14
U721,49,Male,9.2,314.15,60,72.84
U722,24,Male,1.8,308.13,98,99.19
U723,52,Male,8.0,200.58,63,88.19
U724,50,Male,5.3,486.61,97,78.39
U725,29,Male,11.1,375.47,41,41.93
U726,40,Female,9.9,584.13,78,7.31
U727,22,Female,10.5,234.59,59,76.79
U728,48,Female,4.9,555.45,99,59.04
U729,33,Male,9.9,397.11,73,60.77
U730,50,Female,4.8,253.5,45,80.67
U731,18,Other,3.0,393.32,73,70.27
U732,39,Female,1.3,329.88,50,52.91
U733,45,Male,3.7,496.41,50,32.43
U734,22,Female,8.3,494.35,42,31.82
U735,21,Female,11.7,330.53,90,73.6
U736,18,Female,11.1,413.06,63,65.17
U737,32,Male,7.8,285.34,78,90.68
U738,54,Female,2.1,256.1,83,98.17
U739,56,Female,1.4,418.7,75,69.18
U740,55,Female,5.4,517.36,97,58.69
U741,41,Male,10.7,339.61,69,63.75
U742,40,Female,10.5,361.44,53,40.45
U743,24,Male,5.0,522.66,40,12.75
U744,48,Male,5.5,483.33,40,31.14
U745,24,Other,8.1,403.75,50,42.18
U746,30,Male,8.9,445.44,56,41.51
U747,21,Female,5.1,295.83,54,77.34
U748,35,Male,5.5,409.58,73,52.89
U749,57,Female,3.3,569.99,42,25.07
U750,36,Female,9.9,262.75,88,89.16
U751,33,Female,7.8,449.69,51,41.85
U752,35,Male,10.6,472.37,41,37.25
U753,33,Male,12.0,508.59,46,24.48
U754,48,Female,10.9,573.51,89,36.71
U755,42,Female,2.2,388.19,44,47.38
U756,19,Female,8.8,558.27,68,21.01
U757,45,Male,3.5,214.79,63,74.37
U758,33,Female,4.2,478.24,61,61.59
U759,53,Male,8.1,292.72,97,76.58
U760,57,Male,5.5,565.83,61,27.8
U761,52,Female,5.6,426.37,57,45.52
U762,41,Female,2.1,292.64,45,70.76
U763,52,Female,1.9,524.3,67,66.37
U764,47,Female,5.4,580.92,76,38.42
U765,54,Male,2.2,491.83,48,30.39
U766,28,Male,10.9,215.57,81,100.0
U767,51,Male,9.0,506.71,63,38.41
U768,55,Female,7.1,508.29,70,49.79
U769,56,Male,9.7,300.68,76,75.04
U770,41,Male,8.3,317.82,62,70.82
U771,46,Female,11.4,263.39,80,84.44
U772,21,Male,1.9,263.87,99,81.69
U773,58,Male,11.0,215.32,59,75.53
U774,47,Male,11.6,509.13,97,52.2
U775,31,Male,2.6,273.85,73,85.04
U776,41,Male,6.7,389.38,65,58.97
U777,55,Female,6.5,359.64,49,62.91
U778,51,Female,5.1,474.9,98,54.78
U779,53,Female,8.5,599.36,75,8.34
U780,32,Female,5.3,432.68,86,74.9
U781,52,Male,7.0,334.42,71,66.16
U782,46,Male,10.3,200.62,72,92.27
U783,53,Female,6.2,416.9,80,57.0
U784,21,Male,5.5,594.3,83,19.24
U785,32,Female,5.8,248.69,83,93.97
U786,28,Male,5.1,579.64,88,29.08
U787,32,Male,7.1,539.54,87,38.95
U788,38,Male,7.9,483.28,75,44.66
U789,52,Male,1.3,353.25,66,86.22
U790,40,Female,2.1,389.05,76,54.15
U791,27,Female,7.4,553.37,95,45.19
U792,21,Male,2.3,484.71,53,36.38
U793,42,Male,6.8,568.27,93,36.43
U794,19,Male,9.9,335.49,55,69.88
U795,55,Male,6.3,392.61,47,56.1
U796,36,Male,11.1,368.25,75,44.44
U797,41,Female,8.6,594.51,81,47.52
U798,25,Female,3.1,216.81,88,91.72
U799,23,Female,2.9,264.03,81,84.15
U800,37,Male,7.9,361.32,42,34.25
U801,31,Male,9.3,552.8,77,38.8
U802,57,Male,5.2,373.65,77,74.09
U803,23,Female,12.0,250.58,45,59.16
U804,29,Male,2.4,273.41,42,84.93
U805,58,Male,11.7,592.74,83,10.72
U806,24,Female,5.5,366.94,61,73.55
U807,47,Male,6.1,578.99,98,30.89
U808,33,Male,6.9,444.01,57,32.15
U809,25,Male,6.4,581.83,98,37.29
U810,31,Male,5.8,423.42,77,61.69
U811,37,Male,2.0,286.12,49,77.65
U812,45,Female,3.3,201.25,66,100.0
U813,23,Male,6.9,318.85,81,88.47
U814,47,Female,3.5,467.1,60,46.42
U815,21,Female,3.5,283.23,56,83.9
U816,53,Male,10.5,595.17,45,7.12
U817,20,Male,8.9,593.79,98,49.45
U818,27,Female,1.9,593.37,72,47.64
U819,55,Female,11.4,476.05,80,43.08
U820,44,Male,9.0,236.15,54,87.72
U821,35,Male,11.7,277.39,90,76.58
U822,28,Female,9.0,466.68,48,18.56
U823,53,Male,3.6,392.98,78,58.7
U824,57,Male,8.7,284.9,99,92.39
U825,52,Female,8.2,486.68,82,51.73
U826,30,Male,4.9,334.14,44,54.6
U827,40,Female,5.0,501.28,50,44.67
U828,26,Female,2.2,503.22,77,39.29
U829,21,Female,5.3,285.49,55,65.55
U830,57,Male,8.9,326.85,63,70.86
U831,48,Female,11.3,258.72,89,92.61
U832,20,Male,11.7,357.88,44,26.9
U833,53,Female,3.8,429.4,66,60.49
U834,34,Female,2.0,306.66,70,95.91
U835,33,Female,8.9,457.16,63,60.26
U836,56,Female,1.3,516.4,73,46.28
U837,19,Other,6.0,236.53,83,98.28
U838,22,Female,2.1,376.86,92,69.34
U839,50,Male,8.1,514.13,56,36.12
U840,30,Male,9.5,327.12,89,72.75
U841,29,Male,1.1,453.6,68,58.05
U842,36,Male,9.6,492.01,58,33.28
U843,39,Male,6.6,342.06,69,81.75
U844,57,Female,5.0,413.73,97,58.84
U845,25,Male,9.0,259.35,93,100.0
U846,21,Female,11.4,520.29,59,37.81
U847,24,Male,9.8,216.24,56,87.02
U848,39,Male,1.5,582.91,91,38.56
U849,35,Male,11.2,505.95,70,33.74
U850,23,Male,9.3,418.64,71,46.9
U851,21,Female,11.2,284.27,48,43.98
U852,58,Male,5.0,263.45,81,100.0
U853,29,Male,3.1,281.35,66,80.48
U854,54,Other,11.1,412.89,85,75.76
U855,19,Female,6.5,288.13,78,79.73
U856,20,Male,3.3,235.35,58,83.24
U857,38,Male,5.2,433.19,90,73.54
U858,56,Female,1.6,534.28,55,38.59
U859,30,Male,6.3,503.9,67,50.21
U860,31,Female,8.5,379.41,43,37.97
U861,47,Female,3.1,565.39,80,38.78
U862,35,Male,9.7,300.97,79,68.81
U863,30,Female,5.2,373.79,84,72.54
U864,31,Male,9.4,409.85,72,50.25
U865,58,Female,2.4,202.48,85,100.0
U866,57,Female,7.0,479.25,40,33.67
U867,42,Male,1.0,224.42,55,69.04
U868,54,Male,6.1,378.82,94,82.41
U869,44,Female,8.9,392.39,74,62.05
U870,40,Male,4.7,340.49,42,67.24
U871,24,Female,1.6,588.65,51,40.41
U872,27,Male,9.9,335.01,98,65.86
U873,42,Female,11.3,368.83,80,49.6
U874,52,Female,5.3,471.77,65,52.92
U875,41,Female,10.0,286.31,43,57.72
U876,59,Male,6.4,392.15,67,72.48
U877,28,Male,7.6,349.33,96,79.26
U878,37,Female,8.0,238.77,83,98.44
U879,27,Female,10.1,347.97,69,51.93
U880,38,Female,1.3,374.19,94,72.52
U881,45,Male,5.0,307.82,65,73.8
U882,45,Other,8.6,319.69,42,65.6
U883,44,Female,10.4,439.99,77,39.39
U884,50,Female,5.0,572.89,70,25.38
U885,21,Male,6.2,473.61,74,44.86
U886,52,Female,7.2,510.8,57,32.79
U887,37,Male,1.1,458.95,67,45.96
U888,23,Female,7.1,418.04,93,57.7
U889,23,Female,3.4,517.76,95,49.05
U890,34,Female,5.4,595.96,82,39.45
U891,36,Male,9.7,549.48,68,20.35
U892,34,Male,6.7,238.29,67,82.24
U893,20,Female,5.9,591.37,91,56.23
U894,51,Other,1.1,555.08,84,46.6
U895,21,Male,3.2,394.01,78,73.49
U896,40,Male,10.0,542.67,90,41.62
U897,35,Male,8.4,219.07,98,90.15
U898,51,Female,3.4,482.88,56,33.44
U899,46,Female,9.4,204.64,45,72.77
U900,32,Female,5.1,274.49,46,74.06
U901,28,Female,7.0,500.14,83,61.06
U902,56,Female,6.4,281.15,74,83.48
U903,26,Male,9.4,378.49,95,80.96
U904,52,Female,10.8,373.07,95,81.08
U905,27,Female,4.5,581.06,91,46.31
U906,57,Female,2.7,317.56,79,98.32
U907,55,Female,10.6,263.86,66,77.9
U908,46,Female,8.9,499.73,80,47.36
U909,23,Male,4.4,342.48,78,69.2
U910,36,Other,4.3,287.63,62,88.33
U911,43,Female,4.6,389.22,71,71.77
U912,26,Female,11.7,349.22,58,49.49
U913,58,Female,5.2,313.83,59,80.69
U914,30,Female,5.6,533.53,98,53.18
U915,43,Male,5.9,502.76,62,28.52
U916,37,Male,7.1,487.68,73,23.91
U917,19,Male,11.7,423.97,93,48.71
U918,21,Male,2.9,568.68,68,38.51
U919,24,Male,8.7,579.88,69,39.76
U920,36,Female,4.3,588.83,55,14.35
U921,52,Female,2.0,495.62,54,43.38
U922,28,Other,7.0,476.04,87,56.6
U923,36,Female,6.0,515.98,64,29.84
U924,49,Male,11.3,293.77,56,56.99
U925,31,Male,1.0,516.67,61,31.65
U926,22,Male,8.7,363.06,58,63.5
U927,42,Female,8.8,393.26,46,42.28
U928,31,Female,4.7,337.04,87,75.24
U929,56,Male,10.8,414.16,43,52.19
U930,29,Female,4.6,427.7,62,46.48
U931,37,Female,3.7,233.21,92,92.68
U932,35,Male,5.3,424.97,50,49.64
U933,18,Female,11.5,215.49,76,100.0
U934,21,Female,9.7,347.16,74,46.55
U935,29,Male,1.6,252.34,66,87.72
U936,43,Male,9.0,210.21,48,81.0
U937,49,Male,8.3,401.46,64,61.78
U938,54,Male,2.6,214.03,78,100.0
U939,32,Male,9.0,420.23,91,61.38
U940,52,Female,9.3,365.93,63,58.14
U941,43,Female,8.3,588.74,97,48.73
U942,32,Female,11.8,459.33,90,60.03
U943,25,Female,1.8,370.69,64,45.48
U944,45,Female,9.6,519.92,63,27.15
U945,47,Male,7.3,442.29,55,56.47
U946,20,Male,5.1,560.56,58,19.04
U947,23,Female,1.6,429.74,53,51.76
U948,48,Male,4.2,532.12,84,56.77
U949,43,Female,2.3,248.96,96,100.0
U950,25,Female,9.0,557.53,55,14.8
U951,56,Female,3.7,431.04,88,68.09
U952,46,Female,7.8,264.99,47,74.54
U953,34,Female,5.0,267.33,42,80.78
U954,33,Female,8.0,434.6,81,48.45
U955,21,Male,10.2,428.91,40,37.7
U956,27,Female,8.8,244.5,52,82.99
U957,33,Female,11.2,252.04,79,86.47
U958,36,Other,12.0,356.08,93,71.67
U959,56,Female,2.9,557.22,97,43.26
U960,30,Male,8.3,546.62,66,39.45
U961,21,Other,1.3,350.24,72,77.64
U962,49,Male,2.2,404.92,66,58.95
U963,35,Female,8.8,437.72,98,47.01
U964,33,Female,3.3,383.83,87,82.68
U965,42,Female,5.9,331.28,89,77.22
U966,33,Male,4.5,599.61,67,37.23
U967,39,Female,3.9,239.98,61,95.03
U968,41,Male,7.1,370.69,88,85.77
U969,45,Male,4.6,480.98,73,42.0
U970,40,Male,7.9,339.87,83,81.02
U971,38,Male,3.5,545.87,82,40.35
U972,26,Female,8.9,322.84,61,70.02
U973,19,Male,8.8,233.58,85,92.37
U974,55,Female,5.8,472.34,68,65.2
U975,45,Male,3.1,262.64,72,88.16
U976,43,Female,11.2,262.45,91,92.7
U977,44,Female,2.7,470.14,40,23.73
U978,42,Male,7.2,387.21,87,83.22
U979,38,Female,9.3,224.49,72,81.4
U980,55,Male,10.4,537.7,95,38.3
U981,42,Female,7.5,352.7,91,85.57
U982,55,Male,1.1,339.91,90,65.12
U983,28,Female,4.8,467.02,40,38.66
U984,45,Male,2.6,561.91,89,61.45
U985,53,Female,8.5,210.05,46,57.8
U986,21,Female,10.3,514.6,74,40.66
U987,36,Male,11.5,521.3,81,33.75
U988,41,Male,1.4,559.36,52,34.03
U989,39,Male,3.6,584.41,76,37.52
U990,42,Female,10.9,514.89,61,17.46
U991,25,Female,10.5,358.38,44,32.88
U992,37,Male,2.0,529.81,71,46.14
U993,18,Female,1.8,378.34,83,69.62
U994,21,Male,8.4,239.33,86,97.65
U995,29,Male,9.8,367.27,67,43.43
U996,42,Male,8.1,497.86,83,60.03
U997,38,Male,3.6,291.44,50,64.71
U998,36,Female,4.9,566.21,92,35.96
U999,51,Female,7.5,508.36,49,19.34
U1000,23,Female,6.2,422.83,59,55.59
U1001,52,Female,9.8,458.39,92,57.68
U1002,20,Female,8.6,574.34,40,19.68
U1003,50,Female,3.2,221.08,62,100.0
U1004,26,Male,7.7,468.14,64,36.61
U1005,24,Male,8.3,262.41,84,82.06
U1006,58,Female,9.5,473.2,75,40.6
U1007,44,Male,11.1,431.62,68,42.23
U1008,18,Female,8.7,279.22,46,60.33
U1009,57,Female,6.2,336.46,64,84.28
U1010,35,Female,7.4,282.71,99,81.74
U1011,52,Male,6.3,555.13,93,58.57
U1012,34,Female,6.1,267.11,43,69.33
U1013,56,Male,6.6,401.47,94,68.85
U1014,28,Male,8.9,299.61,41,55.08
U1015,54,Male,3.7,397.81,80,51.59
U1016,28,Female,8.1,315.81,99,75.42
U1017,20,Male,11.5,583.38,93,38.4
U1018,30,Male,5.9,217.67,81,94.89
U1019,45,Male,3.9,355.39,90,70.54
U1020,55,Male,6.9,467.36,63,41.82
U1021,51,Male,8.4,441.47,83,53.12
U1022,45,Female,2.3,257.47,58,80.1
U1023,19,Female,6.7,440.35,44,53.02
U1024,19,Female,10.6,470.74,67,35.48
U1025,54,Male,3.8,414.7,90,69.2
U1026,33,Male,2.8,279.78,51,71.91
U1027,25,Male,6.4,549.25,98,62.58
U1028,57,Female,1.3,433.05,48,48.72
U1029,28,Male,4.5,431.82,91,64.44
U1030,32,Male,8.6,366.98,56,49.5
U1031,21,Female,5.8,562.23,93,45.92
U1032,40,Other,5.7,456.46,65,48.49
U1033,25,Male,3.2,256.56,89,100.0
U1034,33,Male,6.0,565.95,99,59.38
U1035,33,Male,5.7,227.52,76,88.93
U1036,41,Female,10.5,282.71,52,53.33
U1037,27,Female,3.8,538.21,42,27.56
U1038,51,Male,2.3,225.17,76,100.0
U1039,35,Male,11.5,431.17,48,35.93
U1040,33,Female,6.0,546.01,99,44.86
U1041,53,Male,2.6,588.55,90,29.23
U1042,25,Female,4.7,386.18,42,33.43
U1043,37,Male,9.3,442.38,64,32.52
U1044,40,Female,8.3,480.75,62,36.9
U1045,57,Female,5.8,350.6,67,64.11
U1046,31,Female,1.1,589.23,51,27.52
U1047,33,Male,8.3,382.79,74,60.07
U1048,55,Female,11.1,264.5,86,96.37
U1049,35,Male,10.2,576.75,46,4.34
U1050,57,Female,7.3,334.69,79,61.15
U1051,47,Male,8.1,295.74,61,55.56
U1052,53,Female,1.8,282.33,74,87.46
U1053,53,Male,11.1,536.11,71,21.38
U1054,56,Other,10.2,402.89,48,45.13
U1055,57,Female,3.1,549.31,45,32.96
U1056,58,Male,4.7,509.2,75,47.94
U1057,18,Female,6.6,408.64,59,54.39
U1058,34,Male,8.4,398.5,56,56.66
U1059,45,Female,7.7,390.07,40,47.34
U1060,24,Female,9.0,505.08,93,56.32
U1061,37,Female,6.9,454.32,90,51.51
U1062,59,Male,8.1,340.89,82,59.37
U1063,41,Female,5.2,389.11,76,64.95
U1064,18,Male,10.3,453.04,56,41.06
U1065,35,Female,3.8,401.08,53,68.05
U1066,43,Male,7.4,364.58,65,71.02
U1067,31,Female,11.4,477.68,44,24.83
U1068,36,Other,3.5,554.77,50,26.17
U1069,35,Male,8.6,573.57,84,41.46
U1070,24,Female,9.0,259.88,70,88.67
U1071,19,Female,10.9,323.37,73,67.45
U1072,24,Male,4.9,405.94,51,56.55
U1073,45,Female,7.9,545.71,47,22.94
U1074,45,Female,3.6,327.46,96,76.32
U1075,59,Female,11.1,393.35,95,55.27
U1076,34,Female,11.8,594.83,54,24.78
U1077,47,Other,8.4,394.84,93,84.03
U1078,38,Female,7.2,566.23,81,22.03
U1079,54,Female,10.4,238.23,57,78.32
U1080,26,Female,3.9,331.44,50,48.67
U1081,53,Male,10.7,483.46,63,49.81
U1082,39,Female,9.5,304.79,67,57.01
U1083,32,Male,6.1,356.16,82,68.31
U1084,31,Male,4.1,576.68,93,37.7
U1085,44,Male,3.8,222.73,66,93.82
U1086,35,Male,7.8,480.21,82,48.32
U1087,27,Female,2.9,425.91,46,36.68
U1088,39,Other,8.5,555.9,42,22.26
U1089,40,Female,7.7,365.72,47,59.08
U1090,59,Male,3.3,420.34,93,68.07
U1091,58,Female,10.9,558.86,75,27.11
U1092,22,Female,10.5,440.28,76,64.45
U1093,42,Female,9.3,213.83,40,71.93
U1094,18,Male,4.2,261.42,85,99.73
U1095,41,Female,2.8,489.85,95,67.46
U1096,50,Female,8.8,241.24,52,75.33
U1097,54,Female,5.3,581.12,55,22.5
U1098,24,Female,7.8,312.26,98,94.96
U1099,41,Male,8.9,325.13,89,76.94
U1100,32,Female,9.5,237.37,77,75.33
U1101,28,Female,4.2,269.17,43,63.82
U1102,34,Male,5.1,229.19,98,100.0
U1103,40,Female,9.3,451.35,78,56.72
U1104,21,Male,1.3,500.11,62,49.52
U1105,48,Male,6.7,500.95,74,53.44
U1106,51,Male,11.7,344.17,99,83.77
U1107,27,Female,5.5,431.88,88,60.47
U1108,54,Male,7.0,364.04,96,80.73
U1109,27,Male,2.1,227.52,45,95.83
U1110,59,Female,8.1,235.9,83,87.23
U1111,28,Male,11.9,403.66,60,29.89
U1112,48,Female,8.4,595.89,61,20.96
U1113,27,Female,10.6,429.1,64,57.26
U1114,55,Male,5.4,341.68,90,64.87
U1115,59,Female,1.3,311.48,99,96.6
U1116,25,Male,11.1,541.31,65,16.49
U1117,28,Male,2.5,534.23,96,65.07
U1118,37,Other,2.6,333.28,52,59.83
U1119,41,Female,1.9,201.7,84,89.95
U1120,24,Male,3.9,487.01,70,52.6
U1121,38,Male,11.8,274.88,66,59.67
U1122,23,Male,9.3,344.11,59,58.98
U1123,48,Male,3.4,586.77,80,28.44
U1124,29,Other,8.6,482.9,76,49.96
U1125,54,Male,6.2,238.79,40,58.36
U1126,30,Male,4.7,540.93,41,7.32
U1127,48,Male,11.1,219.99,85,98.69
U1128,26,Female,2.4,285.41,74,96.25
U1129,44,Female,5.0,548.96,85,56.23
U1130,34,Male,5.8,494.24,60,36.45
U1131,25,Male,3.2,413.95,50,55.63
U1132,44,Male,2.8,347.45,44,65.87
U1133,57,Female,6.3,426.19,71,54.78
U1134,32,Male,2.4,409.15,64,84.99
U1135,56,Male,5.6,269.75,57,66.7
U1136,23,Male,3.9,582.15,81,39.26
U1137,49,Male,2.4,299.75,83,83.64
U1138,25,Female,4.9,482.73,41,48.72
U1139,52,Female,10.4,276.8,65,62.37
U1140,48,Female,10.2,499.14,41,27.19
U1141,59,Male,3.5,200.07,50,80.4
U1142,43,Female,6.4,430.28,94,69.81
U1143,59,Female,4.8,297.37,43,59.08
U1144,41,Male,6.4,206.65,57,86.0
U1145,19,Male,11.2,593.22,49,4.11
U1146,58,Female,10.3,524.32,88,40.46
U1147,18,Female,8.5,576.85,44,16.65
U1148,27,Female,9.6,465.34,78,45.68
U1149,40,Male,8.8,590.61,41,16.46
U1150,50,Female,2.7,241.69,86,91.45
U1151,54,Other,6.0,257.8,48,68.53
U1152,28,Female,3.2,224.05,64,92.26
U1153,37,Female,4.6,261.53,57,75.97
U1154,43,Female,4.6,337.45,68,64.0
U1155,19,Male,2.3,419.47,80,73.36
U1156,42,Female,9.6,353.57,40,60.07
U1157,21,Female,1.1,510.38,73,50.23
U1158,36,Female,2.6,235.87,44,65.69
U1159,30,Male,7.6,334.44,67,60.74
U1160,36,Male,7.5,261.39,68,86.8
U1161,30,Female,3.7,426.66,49,40.38
U1162,29,Other,11.1,517.18,75,35.17
U1163,19,Male,11.9,366.37,80,69.61
U1164,54,Male,2.5,401.36,77,49.78
U1165,40,Female,1.7,451.6,43,51.06
U1166,36,Male,5.2,205.36,55,70.07
U1167,20,Female,11.2,561.48,80,19.5
U1168,41,Other,3.6,571.6,79,30.85
U1169,40,Female,5.1,451.08,55,49.85
U1170,21,Male,10.6,330.01,70,50.36
U1171,35,Female,6.2,291.58,47,65.44
U1172,29,Female,7.8,456.34,73,28.32
U1173,52,Female,6.7,351.93,46,52.1
U1174,44,Male,2.7,365.09,43,43.1
U1175,31,Female,10.8,312.33,76,80.46
U1176,48,Male,9.3,540.94,58,52.09
U1177,20,Male,11.9,345.47,56,73.43
U1178,22,Male,11.9,489.22,83,37.23
U1179,46,Male,2.4,221.96,41,83.91
U1180,56,Male,9.8,467.94,53,36.91
U1181,34,Female,3.3,324.18,49,71.76
U1182,36,Male,6.6,599.86,87,23.48
U1183,52,Female,10.0,331.87,85,90.57
U1184,50,Female,1.1,447.88,71,80.14
U1185,25,Male,11.7,202.39,92,90.34
U1186,54,Male,8.5,553.92,82,42.43
U1187,52,Male,9.5,581.34,53,26.6
U1188,37,Female,6.6,493.07,64,41.2
U1189,34,Male,6.9,559.93,58,25.41
U1190,30,Male,10.5,283.77,98,96.18
U1191,21,Male,3.9,423.73,64,65.55
U1192,47,Male,9.3,376.64,92,87.14
U1193,23,Female,4.3,579.46,63,35.85
U1194,19,Female,4.6,327.46,78,88.92
U1195,32,Female,5.8,211.52,81,95.65
U1196,51,Female,3.2,228.39,57,92.12
U1197,37,Male,2.6,545.75,67,36.86
U1198,33,Male,6.8,372.71,85,87.38
U1199,46,Female,6.6,316.37,66,60.19
U1200,44,Male,2.2,541.05,67,26.95
U1201,18,Male,9.5,245.74,68,69.11
U1202,30,Female,6.0,334.47,70,86.9
U1203,57,Female,6.7,259.64,54,68.78
U1204,49,Female,7.2,375.94,59,55.68
U1205,20,Male,6.9,451.21,95,73.55
U1206,31,Female,9.6,225.99,41,46.62
U1207,45,Male,5.9,455.79,74,39.52
U1208,43,Male,10.0,244.44,62,71.48
U1209,38,Male,3.4,417.14,91,64.8
U1210,28,Female,3.7,469.98,78,63.0
U1211,44,Female,5.0,211.57,49,81.08
U1212,18,Male,9.8,285.02,88,83.28
U1213,50,Male,9.4,358.19,72,77.8
U1214,35,Male,7.9,247.54,43,64.79
U1215,19,Male,6.9,303.58,88,80.35
U1216,21,Male,7.0,385.05,54,57.4
U1217,21,Other,2.8,378.32,85,74.05
U1218,34,Female,9.7,525.65,43,31.94
U1219,33,Female,6.3,306.27,96,77.59
U1220,26,Female,6.9,459.92,42,27.2
U1221,43,Male,9.7,418.53,61,49.62
U1222,27,Female,5.7,443.9,76,57.87
U1223,24,Male,3.5,454.93,40,60.53
U1224,26,Male,5.4,284.49,52,79.93
U1225,44,Female,6.5,336.07,85,83.96
U1226,49,Female,3.0,300.41,46,52.27
U1227,40,Female,11.5,461.22,60,22.22
U1228,44,Female,2.0,200.43,94,100.0
U1229,42,Female,4.4,373.51,75,81.87
U1230,46,Female,7.7,304.63,93,79.7
U1231,41,Male,10.6,483.92,83,63.35
U1232,33,Female,10.6,592.58,66,22.92
U1233,33,Male,3.8,474.02,79,50.7
U1234,45,Male,6.1,583.25,80,40.74
U1235,37,Female,9.9,579.99,97,46.12
U1236,36,Female,8.9,528.78,46,37.22
U1237,27,Male,7.9,487.3,40,16.41
U1238,43,Male,7.8,350.14,44,36.62
U1239,19,Female,5.8,391.9,49,46.78
U1240,20,Female,1.5,367.95,52,66.93
U1241,56,Female,9.9,578.04,52,16.61
U1242,19,Male,11.9,340.51,46,68.54
U1243,42,Male,10.6,359.4,65,50.04
U1244,21,Male,10.4,258.17,76,69.89
U1245,32,Female,7.3,298.04,98,100.0
U1246,35,Female,8.3,343.94,64,52.65
U1247,24,Male,5.1,492.06,79,65.96
U1248,44,Female,9.1,221.11,51,74.7
U1249,35,Female,10.3,364.46,86,81.43
U1250,24,Female,11.6,362.99,92,70.72
U1251,46,Female,11.1,502.59,64,27.1
U1252,58,Female,4.0,213.01,98,100.0
U1253,50,Male,1.4,274.65,45,81.82
